,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
31,Neni to moje vina,CA$HANOVA BULHAR,45381,https://open.spotify.com/track/1uky3F4GlIFqvRJNke9O1o,12/27/2019,1/3/2020,Czech Republic
32,Piece Of Your Heart,MEDUZA,44710,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,12/27/2019,1/3/2020,Czech Republic
33,Watermelon Sugar,Harry Styles,44308,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,12/27/2019,1/3/2020,Czech Republic
34,Old Town Road - Remix,Lil Nas X,44164,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,12/27/2019,1/3/2020,Czech Republic
35,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,43981,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,12/27/2019,1/3/2020,Czech Republic
36,Zlato,Viktor Sheen,43524,https://open.spotify.com/track/4s4LctENLwJP4ceVDO9BKm,12/27/2019,1/3/2020,Czech Republic
37,Sex Hudba Drogy,Nik Tendo,41736,https://open.spotify.com/track/2faFCPiT30abgnDmZrw9wj,12/27/2019,1/3/2020,Czech Republic
38,Alkohol a Molly,Viktor Sheen,41668,https://open.spotify.com/track/6Fn9OVLZ9iGRS6SLsrFemT,12/27/2019,1/3/2020,Czech Republic
39,Rescue Me,OneRepublic,41463,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,12/27/2019,1/3/2020,Czech Republic
40,HIGHEST IN THE ROOM,Travis Scott,41313,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,12/27/2019,1/3/2020,Czech Republic
41,High Hopes,Panic! At The Disco,41289,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,12/27/2019,1/3/2020,Czech Republic
42,Lose Control,MEDUZA,40900,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,12/27/2019,1/3/2020,Czech Republic
43,Sweet but Psycho,Ava Max,40549,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,12/27/2019,1/3/2020,Czech Republic
44,Svaz ceskych bohemu,Wohnout,40395,https://open.spotify.com/track/0twbASvGKPDvbWviKZcpyy,12/27/2019,1/3/2020,Czech Republic
45,Bílá & Černá,Nik Tendo,40352,https://open.spotify.com/track/3Wo8axp5gZsy7N40dvsAHj,12/27/2019,1/3/2020,Czech Republic
46,Na Chvíli,Nik Tendo,40122,https://open.spotify.com/track/328Cr2ztwoeLCGvJIJH64p,12/27/2019,1/3/2020,Czech Republic
47,Sem sober,CA$HANOVA BULHAR,39893,https://open.spotify.com/track/3KOVDn7GSRJOt5UNUaOzx6,12/27/2019,1/3/2020,Czech Republic
48,Zlatíčka,Kapitán Demo,39260,https://open.spotify.com/track/3i8Slo4ikWN7k7536CUmez,12/27/2019,1/3/2020,Czech Republic
49,PROUD,Adam Mišík,39232,https://open.spotify.com/track/0ENrWxcjFcgyerCQjrdNj1,12/27/2019,1/3/2020,Czech Republic
50,Naděje (feat. Václav Rouček),STEIN27,39097,https://open.spotify.com/track/1qGztCmaQqkgbsSUBs4ff0,12/27/2019,1/3/2020,Czech Republic
51,GANG GANG,JACKBOYS,38335,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,12/27/2019,1/3/2020,Czech Republic
52,Sedm,Nik Tendo,37857,https://open.spotify.com/track/7Kk3JdKFFQv1YN2hluyx1J,12/27/2019,1/3/2020,Czech Republic
53,Vím jaký to je,Dorian,37654,https://open.spotify.com/track/4xzvoYN52DHVI8YsZuYqYO,12/27/2019,1/3/2020,Czech Republic
54,Happier,Marshmello,36902,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,12/27/2019,1/3/2020,Czech Republic
55,Necejtim Nic,Yzomandias,36755,https://open.spotify.com/track/1wR99nYV2T2uB2KrKp00x0,12/27/2019,1/3/2020,Czech Republic
56,BUDE LÍP,Milion Plus,36721,https://open.spotify.com/track/1HURVedroTlzswJbtfbVEh,12/27/2019,1/3/2020,Czech Republic
57,Lalala,Y2K,36600,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,12/27/2019,1/3/2020,Czech Republic
58,Believer,Imagine Dragons,36561,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,12/27/2019,1/3/2020,Czech Republic
59,Neonový město,Sensey,36032,https://open.spotify.com/track/2vIeHhvghc8dOgCie9p6Az,12/27/2019,1/3/2020,Czech Republic
60,Málem,Wesome,35850,https://open.spotify.com/track/05TV8Lt7t6bC3nLlpsoSkD,12/27/2019,1/3/2020,Czech Republic
61,Celou Noc,Nik Tendo,35428,https://open.spotify.com/track/3s0cHLVknKnrbTPdmkNbXj,12/27/2019,1/3/2020,Czech Republic
62,Trampoline,SHAED,35273,https://open.spotify.com/track/4HBvwhhYo7YiYXkUDrOHzS,12/27/2019,1/3/2020,Czech Republic
63,Every Day,CA$HANOVA BULHAR,35035,https://open.spotify.com/track/0wwChx77Eq48TdhVg6DJ2R,12/27/2019,1/3/2020,Czech Republic
64,Sucker,Jonas Brothers,35019,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,12/27/2019,1/3/2020,Czech Republic
65,Se Zeptej,Dorian,35005,https://open.spotify.com/track/5MWfEt9vIVNXuR8nsfATZl,12/27/2019,1/3/2020,Czech Republic
66,OUT WEST (feat. Young Thug),JACKBOYS,34922,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,12/27/2019,1/3/2020,Czech Republic
67,Groupies Have Feelings Too,CA$HANOVA BULHAR,34616,https://open.spotify.com/track/4x3JB9jHA9LdRRLj2z8v46,12/27/2019,1/3/2020,Czech Republic
68,Party u mě doma,CA$HANOVA BULHAR,34551,https://open.spotify.com/track/76R80eS9hyWFyK0flv2WoT,12/27/2019,1/3/2020,Czech Republic
69,7 rings,Ariana Grande,34169,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,12/27/2019,1/3/2020,Czech Republic
70,Nik Tendo - Scale To Fit,Yzomandias,33601,https://open.spotify.com/track/1fFIknTF8kfYEHNqcs46Yv,12/27/2019,1/3/2020,Czech Republic
71,Before You Go,Lewis Capaldi,33433,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,12/27/2019,1/3/2020,Czech Republic
72,Bohemian Rhapsody - Remastered 2011,Queen,33373,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,12/27/2019,1/3/2020,Czech Republic
73,No Idea,Don Toliver,33301,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,12/27/2019,1/3/2020,Czech Republic
74,In My Mind,Dynoro,33037,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,12/27/2019,1/3/2020,Czech Republic
75,Heartless,The Weeknd,32802,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,12/27/2019,1/3/2020,Czech Republic
76,Drip,Yzomandias,32791,https://open.spotify.com/track/3FlyxPpFNLkmekSLYxLQRg,12/27/2019,1/3/2020,Czech Republic
77,WHAT TO DO? (feat. Don Toliver),JACKBOYS,32633,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,12/27/2019,1/3/2020,Czech Republic
78,Legit Check,Nik Tendo,32483,https://open.spotify.com/track/01NOGJwrnEFDU7U03M6ADA,12/27/2019,1/3/2020,Czech Republic
79,Bad Liar,Imagine Dragons,32147,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,12/27/2019,1/3/2020,Czech Republic
80,Higher Love,Kygo,32120,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,12/27/2019,1/3/2020,Czech Republic
81,Hate Me (with Juice WRLD),Ellie Goulding,31943,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,12/27/2019,1/3/2020,Czech Republic
82,RÁJ,Decky,31932,https://open.spotify.com/track/49HB2EjRtkmXZAKpu3OdKT,12/27/2019,1/3/2020,Czech Republic
83,Aleiaio,Ben Cristovao,31847,https://open.spotify.com/track/4fUCTv421fKbSRFKuPi6ge,12/27/2019,1/3/2020,Czech Republic
84,Tobě,Rest,31260,https://open.spotify.com/track/5sg173bkxLBP4lOMkZOhML,12/27/2019,1/3/2020,Czech Republic
85,Sám,Hasan,31258,https://open.spotify.com/track/1DOHjrGbhgzAXac1s5FfTR,12/27/2019,1/3/2020,Czech Republic
86,6:00 Ráno,Nik Tendo,31053,https://open.spotify.com/track/5wndZcQD947ZNuzPfFagh3,12/27/2019,1/3/2020,Czech Republic
87,when the party's over,Billie Eilish,30842,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,12/27/2019,1/3/2020,Czech Republic
88,Srdce nehasnou,Karel Gott,30617,https://open.spotify.com/track/7B0v2BoErGObmTwO2CJgWa,12/27/2019,1/3/2020,Czech Republic
89,Za 100 let,Za100let,30516,https://open.spotify.com/track/7t2zn6Wl0SVnMOdtZlf8qS,12/27/2019,1/3/2020,Czech Republic
90,Let Me Down Slowly,Alec Benjamin,30487,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,12/27/2019,1/3/2020,Czech Republic
91,Mesiac,Kontrafakt,30255,https://open.spotify.com/track/3YFz9iRjuNBPn7YmyNzFEZ,12/27/2019,1/3/2020,Czech Republic
92,Maria,STEIN27,29908,https://open.spotify.com/track/1iZkUEEyRf17CjZsiRNGfv,12/27/2019,1/3/2020,Czech Republic
93,SOS (feat. Aloe Blacc),Avicii,29785,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,12/27/2019,1/3/2020,Czech Republic
94,Cizí sny,Viktor Sheen,29631,https://open.spotify.com/track/4oKCcNEyYAURy8mnQhuUb0,12/27/2019,1/3/2020,Czech Republic
95,Deja Vu,Viktor Sheen,29496,https://open.spotify.com/track/7J8p1kX23GFJQpPT7fagWu,12/27/2019,1/3/2020,Czech Republic
96,lovely (with Khalid),Billie Eilish,28827,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,12/27/2019,1/3/2020,Czech Republic
97,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,28738,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,12/27/2019,1/3/2020,Czech Republic
98,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,28696,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,12/27/2019,1/3/2020,Czech Republic
99,Bandit (with YoungBoy Never Broke Again),Juice WRLD,28646,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,12/27/2019,1/3/2020,Czech Republic
100,How Do You Sleep?,Sam Smith,28537,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,12/27/2019,1/3/2020,Czech Republic
101,rockstar (feat. 21 Savage),Post Malone,28453,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,12/27/2019,1/3/2020,Czech Republic
102,Had Enough (feat. Quavo & Offset),Don Toliver,28274,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,12/27/2019,1/3/2020,Czech Republic
103,LALALA,Grey,28039,https://open.spotify.com/track/55HtKTQeAdPbLz8NtlkaKB,12/27/2019,1/3/2020,Czech Republic
104,Pocity,Kontrafakt,28021,https://open.spotify.com/track/4CMd4mKHTkwQSTeZBGvBVc,12/27/2019,1/3/2020,Czech Republic
105,Shape of You,Ed Sheeran,28004,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,12/27/2019,1/3/2020,Czech Republic
106,Thunder,Imagine Dragons,27960,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,12/27/2019,1/3/2020,Czech Republic
107,O trochu líp,Renne Dang,27943,https://open.spotify.com/track/5W1zYPSP3IVHmjfw4pGkuO,12/27/2019,1/3/2020,Czech Republic
108,More Than You Know,Axwell /\ Ingrosso,27878,https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP,12/27/2019,1/3/2020,Czech Republic
109,POJĎ KE MNĚ BLÍŽ,Mirai,27831,https://open.spotify.com/track/6YsCRfIGE5DekAHwPeSLSR,12/27/2019,1/3/2020,Czech Republic
110,Blah Blah Blah,Armin van Buuren,27630,https://open.spotify.com/track/65lC7Ey8QaVLvItAMF6Ap8,12/27/2019,1/3/2020,Czech Republic
111,Goodbyes (Feat. Young Thug),Post Malone,27336,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,12/27/2019,1/3/2020,Czech Republic
112,Ukážu ti vesmír,DJ Kadr,27284,https://open.spotify.com/track/1uUpjo6TWpMqzx4fvL09Zc,12/27/2019,1/3/2020,Czech Republic
113,Asi ne,Dorian,27207,https://open.spotify.com/track/3X227t29xPDsAoqBrRIPDW,12/27/2019,1/3/2020,Czech Republic
114,Nekonečno,Viktor Sheen,26847,https://open.spotify.com/track/2eEtCHhL03SckATs8hfMBP,12/27/2019,1/3/2020,Czech Republic
115,"Mami, koukej, jsem frajer!",Sensey,26823,https://open.spotify.com/track/6ea7UaOKWZFQS20WoGY8cW,12/27/2019,1/3/2020,Czech Republic
116,Pisnicka (feat. Pokac),Pavel Callta,26470,https://open.spotify.com/track/0dp3uLJSUto8q1kLal1LLj,12/27/2019,1/3/2020,Czech Republic
117,Ideme Dnu,Kontrafakt,26397,https://open.spotify.com/track/5CgWASCjD6SsFrIn901xvp,12/27/2019,1/3/2020,Czech Republic
118,3 Kolesa,Viktor Sheen,26361,https://open.spotify.com/track/6CwxALXdP7YQCLQpAkJvP6,12/27/2019,1/3/2020,Czech Republic
119,Something Just Like This,The Chainsmokers,26278,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,12/27/2019,1/3/2020,Czech Republic
120,RITMO (Bad Boys For Life),Black Eyed Peas,26243,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,12/27/2019,1/3/2020,Czech Republic
121,Without Me,Halsey,26121,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,12/27/2019,1/3/2020,Czech Republic
122,Youngblood,5 Seconds of Summer,26060,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,12/27/2019,1/3/2020,Czech Republic
123,Natural,Imagine Dragons,26035,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,12/27/2019,1/3/2020,Czech Republic
124,Kancelář - Official Remix,Ektor,25701,https://open.spotify.com/track/6Fc7mlF8R1I0yENYoZ201s,12/27/2019,1/3/2020,Czech Republic
125,Plakala,DIVOKEJ BILL,25544,https://open.spotify.com/track/3h9EMra1EG4oncHLPiEJce,12/27/2019,1/3/2020,Czech Republic
126,Only Human,Jonas Brothers,25512,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,12/27/2019,1/3/2020,Czech Republic
127,Nice To Meet Ya,Niall Horan,25387,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H,12/27/2019,1/3/2020,Czech Republic
128,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,25383,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,12/27/2019,1/3/2020,Czech Republic
129,Falling,Harry Styles,25353,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,12/27/2019,1/3/2020,Czech Republic
130,Roses - Imanbek Remix,SAINt JHN,25339,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,12/27/2019,1/3/2020,Czech Republic
131,Predator,STEIN27,25287,https://open.spotify.com/track/5yajKfT7VMwIPybdW13xQI,12/27/2019,1/3/2020,Czech Republic
132,Don't Call Me Up,Mabel,25198,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,12/27/2019,1/3/2020,Czech Republic
133,Another One Bites The Dust - Remastered 2011,Queen,25151,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,12/27/2019,1/3/2020,Czech Republic
134,GATTI,JACKBOYS,25103,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g,12/27/2019,1/3/2020,Czech Republic
135,Ransom,Lil Tecca,25033,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,12/27/2019,1/3/2020,Czech Republic
136,Old Town Road,Lil Nas X,24966,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,12/27/2019,1/3/2020,Czech Republic
137,Čas na změnu,Renne Dang,24925,https://open.spotify.com/track/6Ac12ISabo4ozGmqlkUvlH,12/27/2019,1/3/2020,Czech Republic
138,Síla Starejch Vín,Skwor,24826,https://open.spotify.com/track/6qgMr9LacgnihY9IdYriMP,12/27/2019,1/3/2020,Czech Republic
139,Real Newz,Kontrafakt,24675,https://open.spotify.com/track/4XC5oq8wi2uXCmj8IAFaiB,12/27/2019,1/3/2020,Czech Republic
140,Dopis V lahvi,Earth,24566,https://open.spotify.com/track/6jNTXE2Q1iks09h7PetAwR,12/27/2019,1/3/2020,Czech Republic
141,Under Pressure - Remastered 2011,Queen,24551,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,12/27/2019,1/3/2020,Czech Republic
142,The Box,Roddy Ricch,24408,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,12/27/2019,1/3/2020,Czech Republic
143,2002,Anne-Marie,24350,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,12/27/2019,1/3/2020,Czech Republic
144,Don't Stop Me Now - Remastered 2011,Queen,24303,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,12/27/2019,1/3/2020,Czech Republic
145,Ritual,Tiësto,24301,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,12/27/2019,1/3/2020,Czech Republic
146,Robbery,Juice WRLD,24249,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,12/27/2019,1/3/2020,Czech Republic
147,Wow.,Post Malone,24059,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,12/27/2019,1/3/2020,Czech Republic
148,Be Alright,Dean Lewis,23859,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,12/27/2019,1/3/2020,Czech Republic
149,If I Can't Have You,Shawn Mendes,23823,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,12/27/2019,1/3/2020,Czech Republic
150,Manifest,STEIN27,23767,https://open.spotify.com/track/20Pwcv2yZYCmeh0D6qbaRF,12/27/2019,1/3/2020,Czech Republic
151,Without You (feat. Sandro Cavazza),Avicii,23650,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL,12/27/2019,1/3/2020,Czech Republic
152,Každý ráno,Chinaski,23604,https://open.spotify.com/track/3qe8nGycGxqKBPEeUIkBsH,12/27/2019,1/3/2020,Czech Republic
153,"10,000 Hours (with Justin Bieber)",Dan + Shay,23575,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,12/27/2019,1/3/2020,Czech Republic
154,Aj,Nik Tendo,23518,https://open.spotify.com/track/3r6uCLwNQ44q6HExknrfrV,12/27/2019,1/3/2020,Czech Republic
155,Better Now,Post Malone,23480,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,12/27/2019,1/3/2020,Czech Republic
156,Legends,Juice WRLD,23207,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,12/27/2019,1/3/2020,Czech Republic
157,Čo Ja Viem,Kontrafakt,23072,https://open.spotify.com/track/7pCp7mTXJr71hTAAKETuI1,12/27/2019,1/3/2020,Czech Republic
158,Takeaway,The Chainsmokers,23037,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw,12/27/2019,1/3/2020,Czech Republic
159,Family,The Chainsmokers,22990,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL,12/27/2019,1/3/2020,Czech Republic
160,Wake Me Up,Avicii,22974,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD,12/27/2019,1/3/2020,Czech Republic
161,Always Remember Us This Way,Lady Gaga,22918,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,12/27/2019,1/3/2020,Czech Republic
162,Fotbal a Rap,Labello,22873,https://open.spotify.com/track/1rNCFrpdHBD32kHmuEfMgM,12/27/2019,1/3/2020,Czech Republic
163,all the good girls go to hell,Billie Eilish,22834,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,12/27/2019,1/3/2020,Czech Republic
164,Planeta Země,STEIN27,22825,https://open.spotify.com/track/7mo02Fl40PSB9M2Y29uMZR,12/27/2019,1/3/2020,Czech Republic
165,Last Christmas,Wham!,22771,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,12/27/2019,1/3/2020,Czech Republic
166,Never Really Over,Katy Perry,22768,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,12/27/2019,1/3/2020,Czech Republic
167,Mama,Yzomandias,22762,https://open.spotify.com/track/6jg3BpLKTIRJvVOZ8l4LvT,12/27/2019,1/3/2020,Czech Republic
168,Si Sa Namotal,Kontrafakt,22700,https://open.spotify.com/track/48VhN83gb9W3xGV9BmyWNK,12/27/2019,1/3/2020,Czech Republic
169,bury a friend,Billie Eilish,22681,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,12/27/2019,1/3/2020,Czech Republic
170,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,22621,https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg,12/27/2019,1/3/2020,Czech Republic
171,Rhyme Up,Psycho Rhyme,22604,https://open.spotify.com/track/7g8oxPn7ZxxTplfdLOSU5V,12/27/2019,1/3/2020,Czech Republic
172,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,22589,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,12/27/2019,1/3/2020,Czech Republic
173,SAD!,XXXTENTACION,22337,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,12/27/2019,1/3/2020,Czech Republic
174,Řetězy,Renne Dang,22279,https://open.spotify.com/track/6w6g1fHzL9Zs6Nx92jWylL,12/27/2019,1/3/2020,Czech Republic
175,Už se neptám,Dorian,22238,https://open.spotify.com/track/1SowowuiRVYF1Zt3zVO0B8,12/27/2019,1/3/2020,Czech Republic
176,If the World Was Ending - feat. Julia Michaels,JP Saxe,22219,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,12/27/2019,1/3/2020,Czech Republic
177,Lights Up,Harry Styles,22207,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,12/27/2019,1/3/2020,Czech Republic
178,Jump,Nik Tendo,22205,https://open.spotify.com/track/1AHQ2KmCOb7gbMImzJwZxj,12/27/2019,1/3/2020,Czech Republic
179,Hačikó,STEIN27,22205,https://open.spotify.com/track/2DkT5CiOSGZUdlVDnvPDP9,12/27/2019,1/3/2020,Czech Republic
180,Solo (feat. Demi Lovato),Clean Bandit,22078,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,12/27/2019,1/3/2020,Czech Republic
181,Save That Shit,Lil Peep,22031,https://open.spotify.com/track/0S0vWvyZ6Rc79TXkWxT9QA,12/27/2019,1/3/2020,Czech Republic
